,hour,time,Wind Day Ahead Forecast [in MW],Wind Intraday Forecast [in MW],PV Day Ahead Forecast [in MW],PV Intraday Forecast [in MW],Day Ahead Price hourly [in EUR/MWh],Intraday Price Price Quarter Hourly  [in EUR/MWh],Intraday Price Hourly  [in EUR/MWh],Imbalance Price Quarter Hourly  [in EUR/MWh]
268,19,2021-01-03 19:00:00,25524,22094,0,0,45.84,78.1220303178484,60.9726852452149,135.99
269,19,2021-01-03 19:15:00,25497,21739,0,0,45.84,74.8187096475812,60.9726852452149,20.88
270,19,2021-01-03 19:30:00,25490,21559,0,0,45.84,76.213779534633,60.9726852452149,34.32
271,19,2021-01-03 19:45:00,25459,21160,0,0,45.84,66.7894810135181,60.9726852452149,18.63
272,20,2021-01-03 20:00:00,25430,20927,0,0,35.83,74.5067809854569,62.9900239132843,117.76
273,20,2021-01-03 20:15:00,25388,20927,0,0,35.83,65.8326788394197,62.9900239132843,77.03
274,20,2021-01-03 20:30:00,25334,20600,0,0,35.83,59.5059766565477,62.9900239132843,81.14
275,20,2021-01-03 20:45:00,25279,20483,0,0,35.83,58.172753782828,62.9900239132843,79.79
276,21,2021-01-03 21:00:00,25215,20376,0,0,33.31,50.080825388861,52.3506190197051,129.73
277,21,2021-01-03 21:15:00,25148,20344,0,0,33.31,56.7966321503132,52.3506190197051,119.87
278,21,2021-01-03 21:30:00,25040,20092,0,0,33.31,57.3332509954284,52.3506190197051,98.57
279,21,2021-01-03 21:45:00,24939,19618,0,0,33.31,60.543283461634,52.3506190197051,94.5
280,22,2021-01-03 22:00:00,24284,18923,0,0,34.98,72.8555499880697,52.6987121303457,168.05
281,22,2021-01-03 22:15:00,24182,18786,0,0,34.98,73.9478671041838,52.6987121303457,163.13
282,22,2021-01-03 22:30:00,24081,18509,0,0,34.98,58.7419036798123,52.6987121303457,19.36
283,22,2021-01-03 22:45:00,23934,18378,0,0,34.98,53.4341403379868,52.6987121303457,18.84
284,23,2021-01-03 23:00:00,23794,18200,0,0,27.39,37.81,49.7717757131641,43.75
285,23,2021-01-03 23:15:00,23629,18319,0,0,27.39,64.2301720781749,49.7717757131641,24.37
286,23,2021-01-03 23:30:00,23443,18174,0,0,27.39,46.301051013546,49.7717757131641,67.94
287,23,2021-01-03 23:45:00,23327,18087,0,0,27.39,29.756092460484,49.7717757131641,40.48
288,0,2021-01-04 00:00:00,23263,17968,0,0,29.33,68.4907305404707,52.4085617048661,102.36
289,0,2021-01-04 00:15:00,23133,17942,0,0,29.33,69.0828320110383,52.4085617048661,110.17
290,0,2021-01-04 00:30:00,23002,17735,0,0,29.33,74.6715798072211,52.4085617048661,115.07
291,0,2021-01-04 00:45:00,22860,17482,0,0,29.33,73.8467581724095,52.4085617048661,140.81
292,1,2021-01-04 01:00:00,22729,17274,0,0,24.82,60.5561931818182,47.593455009123,-67.86
293,1,2021-01-04 01:15:00,22621,17375,0,0,24.82,50.1054093592266,47.593455009123,-16.4
294,1,2021-01-04 01:30:00,22529,17821,0,0,24.82,97.1083943249634,47.593455009123,-28.51
295,1,2021-01-04 01:45:00,22451,17172,0,0,24.82,58.793258123663,47.593455009123,-56.42
296,2,2021-01-04 02:00:00,22386,17071,0,0,24.65,51.1706576747297,44.4888117307096,110.28
297,2,2021-01-04 02:15:00,22314,17080,0,0,24.65,42.0790140701468,44.4888117307096,49.56
298,2,2021-01-04 02:30:00,22262,17027,0,0,24.65,42.9670794078062,44.4888117307096,53.21
299,2,2021-01-04 02:45:00,22218,17081,0,0,24.65,44.9809667625439,44.4888117307096,61.02
300,3,2021-01-04 03:00:00,22173,16974,0,0,24.8,52.4665409324523,44.9518577953572,69.27
301,3,2021-01-04 03:15:00,22129,16996,0,0,24.8,56.8502646556631,44.9518577953572,81.17
302,3,2021-01-04 03:30:00,22084,16862,0,0,24.8,55.4656889582951,44.9518577953572,73.63
303,3,2021-01-04 03:45:00,22032,16830,0,0,24.8,54.0233543108874,44.9518577953572,68.72
304,4,2021-01-04 04:00:00,21980,16786,0,0,27.71,25.76,47.7743850535386,-52.6
305,4,2021-01-04 04:15:00,21921,16839,0,0,27.71,52.0870788141721,47.7743850535386,-46.33
306,4,2021-01-04 04:30:00,21861,17244,0,0,27.71,55.7266827555946,47.7743850535386,63.29
307,4,2021-01-04 04:45:00,21803,16649,0,0,27.71,52.5744993041689,47.7743850535386,67.65
308,5,2021-01-04 05:00:00,21745,16576,0,0,28.58,43.6360807196693,51.9794944157997,-8.15
309,5,2021-01-04 05:15:00,21680,16493,0,0,28.58,46.2831963718821,51.9794944157997,15.09
310,5,2021-01-04 05:30:00,21606,16364,0,0,28.58,52.5968359137313,51.9794944157997,16.36
311,5,2021-01-04 05:45:00,21532,16283,0,0,28.58,62.4511134463594,51.9794944157997,25.85
312,6,2021-01-04 06:00:00,21861,16444,0,0,37.04,47.9590812389196,55.8804771169578,73.16
313,6,2021-01-04 06:15:00,21762,16420,0,0,37.04,54.5347141791551,55.8804771169578,76.34
314,6,2021-01-04 06:30:00,21634,16353,0,0,37.04,57.2501681628524,55.8804771169578,-1.43
315,6,2021-01-04 06:45:00,21456,16345,0,0,37.04,61.1216914982288,55.8804771169578,21.78
316,7,2021-01-04 07:00:00,21280,15781,0,0,52.03,53.9578354010942,62.1623074045994,44.69
317,7,2021-01-04 07:15:00,21150,15859,0,0,52.03,54.9283428030303,62.1623074045994,38.97
318,7,2021-01-04 07:30:00,21044,16211,0,0,52.03,66.0139061739083,62.1623074045994,43.09
319,7,2021-01-04 07:45:00,20952,15750,0,0,52.03,65.8202161455715,62.1623074045994,36.92
320,8,2021-01-04 08:00:00,20859,15779,4,0,55.76,65.7995315919037,76.0848792696187,-4.98
321,8,2021-01-04 08:15:00,20765,16188,35,10,55.76,89.5133758353176,76.0848792696187,43.27
322,8,2021-01-04 08:30:00,20673,16220,119,48,55.76,82.2070120822372,76.0848792696187,44.78
323,8,2021-01-04 08:45:00,20589,16422,269,112,55.76,79.2539678070299,76.0848792696187,108.77
324,9,2021-01-04 09:00:00,20504,16380,468,215,57.06,58.72,70.232355968865,97.81
325,9,2021-01-04 09:15:00,20350,16428,699,342,57.06,70.1490941835646,70.232355968865,206.32
326,9,2021-01-04 09:30:00,20178,16368,939,484,57.06,72.3954556486565,70.232355968865,472.58
327,9,2021-01-04 09:45:00,20035,16566,1180,525,57.06,83.9248864382303,70.232355968865,188.87
328,10,2021-01-04 10:00:00,19882,16541,1411,620,57.18,94.0696960506807,72.7748579187755,259.96
329,10,2021-01-04 10:15:00,19710,15870,1634,762,57.18,94.5866078632479,72.7748579187755,141.26
330,10,2021-01-04 10:30:00,19577,15769,1837,858,57.18,84.2331895726592,72.7748579187755,176.15
331,10,2021-01-04 10:45:00,19467,15760,2018,970,57.18,78.5019716235456,72.7748579187755,171.19
332,11,2021-01-04 11:00:00,19324,15915,2179,1041,60.0,54.2258603419492,64.013437581839,538.08
333,11,2021-01-04 11:15:00,19255,16033,2316,1152,60.0,58.8751234978266,64.013437581839,576.55
334,11,2021-01-04 11:30:00,19200,16287,2410,1209,60.0,67.0947157803385,64.013437581839,433.17
335,11,2021-01-04 11:45:00,19145,16330,2460,1264,60.0,75.2001408276204,64.013437581839,372.02
336,12,2021-01-04 12:00:00,19101,16373,2483,1338,61.27,97.2002500887739,75.3652077351174,301.74
337,12,2021-01-04 12:15:00,19087,16569,2478,1327,61.27,95.2045648394355,75.3652077351174,208.17
338,12,2021-01-04 12:30:00,19088,16598,2437,1284,61.27,86.5645289906604,75.3652077351174,293.64
339,12,2021-01-04 12:45:00,19130,16491,2362,1282,61.27,81.5435771133577,75.3652077351174,147.27
340,13,2021-01-04 13:00:00,19172,16398,2266,1204,60.28,92.1405342256663,71.5151857420237,367.82
341,13,2021-01-04 13:15:00,19176,16266,2152,1104,60.28,83.4302260356819,71.5151857420237,163.71
342,13,2021-01-04 13:30:00,19156,16425,2019,1045,60.28,81.94895800746,71.5151857420237,128.02
343,13,2021-01-04 13:45:00,19126,16501,1865,914,60.28,75.0009957893586,71.5151857420237,97.52
344,14,2021-01-04 14:00:00,19088,16284,1699,830,60.07,89.0549541125541,75.2145606771922,177.1
345,14,2021-01-04 14:15:00,19042,16149,1517,737,60.07,77.1472859673293,75.2145606771922,287.58
346,14,2021-01-04 14:30:00,18979,16140,1322,661,60.07,75.1600794693288,75.2145606771922,95.47
347,14,2021-01-04 14:45:00,18960,16497,1114,530,60.07,71.9676545404054,75.2145606771922,93.78
348,15,2021-01-04 15:00:00,18893,16633,887,419,59.46,71.8456781225279,71.1892605211346,87.27
349,15,2021-01-04 15:15:00,18952,16617,659,296,59.46,64.3186470324413,71.1892605211346,60.38
350,15,2021-01-04 15:30:00,19008,16845,443,195,59.46,61.0191207381156,71.1892605211346,66.04
351,15,2021-01-04 15:45:00,19066,16879,264,113,59.46,60.9331769327296,71.1892605211346,88.99
352,16,2021-01-04 16:00:00,19123,16787,130,52,61.99,67.0119232307077,70.5004048542053,95.51
353,16,2021-01-04 16:15:00,19159,17040,42,14,61.99,70.4653414510401,70.5004048542053,110.11
354,16,2021-01-04 16:30:00,19196,16930,5,2,61.99,76.3909024425918,70.5004048542053,186.85
355,16,2021-01-04 16:45:00,19226,17097,0,0,61.99,80.726322073219,70.5004048542053,133.03
356,17,2021-01-04 17:00:00,19255,16951,0,0,66.82,63.5446754067288,73.103298722298,103.66
357,17,2021-01-04 17:15:00,19243,16964,0,0,66.82,75.0295117955439,73.103298722298,103.37
358,17,2021-01-04 17:30:00,19239,16998,0,0,66.82,76.8104429542879,73.103298722298,124.71
359,17,2021-01-04 17:45:00,19225,17048,0,0,66.82,78.4248451435057,73.103298722298,36.23
360,18,2021-01-04 18:00:00,19214,16803,0,0,61.97,86.8157371648211,75.5902081228712,108.04
361,18,2021-01-04 18:15:00,19176,16722,0,0,61.97,77.2861136879503,75.5902081228712,111.45
362,18,2021-01-04 18:30:00,19154,16609,0,0,61.97,77.592045033629,75.5902081228712,90.94
363,18,2021-01-04 18:45:00,19171,16698,0,0,61.97,69.2389898904086,75.5902081228712,33.48
364,19,2021-01-04 19:00:00,19176,16697,0,0,55.06,71.7874401558731,70.8233085110688,149.62
365,19,2021-01-04 19:15:00,19091,16950,0,0,55.06,73.1900840660933,70.8233085110688,99.6
366,19,2021-01-04 19:30:00,18978,16864,0,0,55.06,65.6008217656857,70.8233085110688,84.46
367,19,2021-01-04 19:45:00,18848,16667,0,0,55.06,59.6924859866814,70.8233085110688,74.34
368,20,2021-01-04 20:00:00,18716,16732,0,0,47.34,80.4334387180598,62.7808347287951,106.87
369,20,2021-01-04 20:15:00,18562,16606,0,0,47.34,76.5434618266589,62.7808347287951,99.77
370,20,2021-01-04 20:30:00,18397,16288,0,0,47.34,56.5224924267923,62.7808347287951,80.47
371,20,2021-01-04 20:45:00,18236,16239,0,0,47.34,47.5111101285226,62.7808347287951,62.76
372,21,2021-01-04 21:00:00,18074,16257,0,0,45.64,68.8095245983104,54.8425163058006,-49.9
373,21,2021-01-04 21:15:00,17942,16165,0,0,45.64,58.9905936880838,54.8425163058006,90.96
374,21,2021-01-04 21:30:00,17808,16117,0,0,45.64,49.6531001951854,54.8425163058006,114.71
375,21,2021-01-04 21:45:00,17673,15960,0,0,45.64,44.8117819374541,54.8425163058006,10.4
376,22,2021-01-04 22:00:00,17293,15605,0,0,48.93,68.1351000870322,56.6991000616108,742.75
377,22,2021-01-04 22:15:00,17179,15596,0,0,48.93,68.2128464977645,56.6991000616108,603.38
378,22,2021-01-04 22:30:00,17064,15487,0,0,48.93,58.586717191601,56.6991000616108,118.08
379,22,2021-01-04 22:45:00,16950,15407,0,0,48.93,51.4612820512821,56.6991000616108,99.21
380,23,2021-01-04 23:00:00,16835,15375,0,0,44.64,59.8976572919687,53.2591432946025,37.22
381,23,2021-01-04 23:15:00,16805,15500,0,0,44.64,60.6016936161277,53.2591432946025,41.48
382,23,2021-01-04 23:30:00,16762,15382,0,0,44.64,47.0943950951048,53.2591432946025,114.71
383,23,2021-01-04 23:45:00,16719,15499,0,0,44.64,42.1157844954304,53.2591432946025,63.5
384,0,2021-01-05 00:00:00,17963,15387,0,0,37.54,45.0414135214364,49.5775373596652,142.15
385,0,2021-01-05 00:15:00,17973,15405,0,0,37.54,51.0498938679245,49.5775373596652,136.22
386,0,2021-01-05 00:30:00,17969,15363,0,0,37.54,60.8867851012702,49.5775373596652,100.28
387,0,2021-01-05 00:45:00,17928,15423,0,0,37.54,53.1890794706776,49.5775373596652,74.95
388,1,2021-01-05 01:00:00,17893,15294,0,0,40.07,46.9148191144708,46.6421541006854,160.93
389,1,2021-01-05 01:15:00,17918,15299,0,0,40.07,50.0632747128067,46.6421541006854,127.03
390,1,2021-01-05 01:30:00,17968,15448,0,0,40.07,49.574378591954,46.6421541006854,142.88
391,1,2021-01-05 01:45:00,18027,15250,0,0,40.07,43.9654880645523,46.6421541006854,93.53
392,2,2021-01-05 02:00:00,18091,15161,0,0,39.81,50.6716355604638,48.1576712762298,119.64
393,2,2021-01-05 02:15:00,18135,15084,0,0,39.81,54.4157684467998,48.1576712762298,116.89
394,2,2021-01-05 02:30:00,18182,14807,0,0,39.81,64.0263336370078,48.1576712762298,84.84
395,2,2021-01-05 02:45:00,18218,14869,0,0,39.81,55.5962331207025,48.1576712762298,82.62
396,3,2021-01-05 03:00:00,18254,14886,0,0,39.65,51.5968046532709,45.725856281315,7.13
397,3,2021-01-05 03:15:00,18240,14944,0,0,39.65,45.6843500897666,45.725856281315,1.52
398,3,2021-01-05 03:30:00,18226,14848,0,0,39.65,47.2576235509457,45.725856281315,6.05
399,3,2021-01-05 03:45:00,18211,14913,0,0,39.65,48.7781512522185,45.725856281315,82.71
400,4,2021-01-05 04:00:00,18195,14926,0,0,40.2,40.7819535832696,46.1402567999432,78.02
401,4,2021-01-05 04:15:00,18174,14922,0,0,40.2,47.6571528129752,46.1402567999432,56.32
402,4,2021-01-05 04:30:00,18153,15113,0,0,40.2,49.0499503247994,46.1402567999432,87.14
403,4,2021-01-05 04:45:00,18114,14825,0,0,40.2,49.3180168259414,46.1402567999432,23.8
404,5,2021-01-05 05:00:00,18087,14781,0,0,44.26,52.0588743882545,49.4755984172682,70.02
405,5,2021-01-05 05:15:00,18086,14864,0,0,44.26,53.7476254375729,49.4755984172682,78.82
406,5,2021-01-05 05:30:00,18087,14774,0,0,44.26,58.1583912048552,49.4755984172682,75.56
407,5,2021-01-05 05:45:00,18072,14814,0,0,44.26,56.8586728395062,49.4755984172682,-10.01
408,6,2021-01-05 06:00:00,18283,14909,0,0,47.06,49.72972454883,54.5400700465665,73.75
409,6,2021-01-05 06:15:00,18247,14989,0,0,47.06,50.4992672061096,54.5400700465665,-26.32
410,6,2021-01-05 06:30:00,18187,14990,0,0,47.06,60.1994010457931,54.5400700465665,13.27
411,6,2021-01-05 06:45:00,18072,14958,0,0,47.06,64.3271712682629,54.5400700465665,-38.97
412,7,2021-01-05 07:00:00,17950,15081,0,0,54.96,48.2578101468015,66.7818552925074,-12.93
413,7,2021-01-05 07:15:00,17870,15170,0,0,54.96,63.6361670989255,66.7818552925074,-29.93
414,7,2021-01-05 07:30:00,17812,14986,0,0,54.96,68.1654626409974,66.7818552925074,-39.51
415,7,2021-01-05 07:45:00,17771,15004,0,0,54.96,71.4315266500104,66.7818552925074,90.46
416,8,2021-01-05 08:00:00,17731,14701,1,2,63.67,70.7190580528575,71.4664139506379,85.14
417,8,2021-01-05 08:15:00,17690,14678,11,19,63.67,70.1424650331265,71.4664139506379,88.43
418,8,2021-01-05 08:30:00,17654,14541,49,62,63.67,73.6773237645349,71.4664139506379,94.37
419,8,2021-01-05 08:45:00,17621,14475,117,126,63.67,74.3717166421584,71.4664139506379,130.92
420,9,2021-01-05 09:00:00,17589,14377,217,206,64.73,66.8555887911907,70.8370440620272,8.72
421,9,2021-01-05 09:15:00,17527,14458,343,337,64.73,66.0269963741842,70.8370440620272,72.01
422,9,2021-01-05 09:30:00,17461,14491,495,426,64.73,67.673265625,70.8370440620272,77.57
423,9,2021-01-05 09:45:00,17398,14638,666,588,64.73,66.2366682842662,70.8370440620272,28.91
424,10,2021-01-05 10:00:00,17334,14761,835,758,66.07,78.0949645121605,71.9204441132348,111.78
425,10,2021-01-05 10:15:00,17295,14711,1010,928,66.07,74.3137473293079,71.9204441132348,92.8
426,10,2021-01-05 10:30:00,17255,15004,1165,1029,66.07,65.3180103431018,71.9204441132348,96.23
427,10,2021-01-05 10:45:00,17211,15315,1303,1198,66.07,76.7164668276744,71.9204441132348,125.96
428,11,2021-01-05 11:00:00,17167,15232,1429,1195,65.97,65.4050010302905,70.3302858549687,107.53
429,11,2021-01-05 11:15:00,17184,15253,1539,1227,65.97,68.352601556568,70.3302858549687,150.41
430,11,2021-01-05 11:30:00,17218,15203,1641,1332,65.97,68.0934289594296,70.3302858549687,179.14
431,11,2021-01-05 11:45:00,17252,15136,1719,1326,65.97,70.6138433020267,70.3302858549687,121.01
432,12,2021-01-05 12:00:00,17294,15107,1771,1368,65.46,79.1730882671872,71.5303098459556,152.78
433,12,2021-01-05 12:15:00,17348,15057,1784,1388,65.46,81.7170882032102,71.5303098459556,122.03
434,12,2021-01-05 12:30:00,17429,15090,1775,1335,65.46,78.4896110819787,71.5303098459556,117.99
435,12,2021-01-05 12:45:00,17564,15211,1740,1287,65.46,77.3981745884964,71.5303098459556,101.35
436,13,2021-01-05 13:00:00,17713,15515,1676,1249,63.82,71.3108959505683,71.0715120024201,94.31
437,13,2021-01-05 13:15:00,17830,15684,1597,1167,63.82,70.8390509139729,71.0715120024201,89.57
438,13,2021-01-05 13:30:00,17997,15726,1501,1083,63.82,69.9030360896987,71.0715120024201,100.34
439,13,2021-01-05 13:45:00,18099,15842,1389,1019,63.82,66.2946512738853,71.0715120024201,87.24
440,14,2021-01-05 14:00:00,18286,15839,1262,930,63.87,76.1249126853377,71.36780631797,332.67
441,14,2021-01-05 14:15:00,18384,15932,1123,758,63.87,77.6829580434324,71.36780631797,127.27
442,14,2021-01-05 14:30:00,18489,16103,970,673,63.87,77.3718035288507,71.36780631797,126.15
443,14,2021-01-05 14:45:00,18724,16421,806,552,63.87,78.6769508599509,71.36780631797,102.86
444,15,2021-01-05 15:00:00,18799,16489,636,433,64.05,74.4567659115426,71.5930455357393,96.17
445,15,2021-01-05 15:15:00,18881,16721,470,312,64.05,73.9007723483094,71.5930455357393,96.94
446,15,2021-01-05 15:30:00,18949,16950,319,214,64.05,73.6909323021507,71.5930455357393,98.13
447,15,2021-01-05 15:45:00,19020,17052,193,124,64.05,72.3183792697291,71.5930455357393,-1.36
448,16,2021-01-05 16:00:00,19095,17081,96,53,64.26,65.3646205401143,70.8459326534201,85.3
449,16,2021-01-05 16:15:00,19160,17165,32,14,64.26,70.0601909763667,70.8459326534201,92.14
450,16,2021-01-05 16:30:00,19226,17131,5,2,64.26,71.3772128491088,70.8459326534201,90.03
451,16,2021-01-05 16:45:00,19285,16956,0,0,64.26,77.4515289608177,70.8459326534201,90.21
452,17,2021-01-05 17:00:00,19344,16983,0,0,67.14,65.7218592767296,74.7418840705574,22.26
453,17,2021-01-05 17:15:00,19364,17005,0,0,67.14,80.7549092151503,74.7418840705574,14.11
454,17,2021-01-05 17:30:00,19380,16972,0,0,67.14,74.9837222058968,74.7418840705574,90.01
455,17,2021-01-05 17:45:00,19393,16904,0,0,67.14,73.9136729618404,74.7418840705574,178.29
456,18,2021-01-05 18:00:00,19405,16998,0,0,61.61,71.6457051838981,73.575529568012,85.94
457,18,2021-01-05 18:15:00,19356,17049,0,0,61.61,67.9335127737226,73.575529568012,65.93
458,18,2021-01-05 18:30:00,19313,17122,0,0,61.61,68.9252455199661,73.575529568012,73.74
459,18,2021-01-05 18:45:00,19301,17035,0,0,61.61,70.0176710793584,73.575529568012,116.77
460,19,2021-01-05 19:00:00,19264,17083,0,0,59.16,75.4008354544093,68.6480154202303,16.2
461,19,2021-01-05 19:15:00,19193,16915,0,0,59.16,72.4039363399681,68.6480154202303,38.03
462,19,2021-01-05 19:30:00,19086,16463,0,0,59.16,63.9912777148406,68.6480154202303,14.43
463,19,2021-01-05 19:45:00,18956,16327,0,0,59.16,48.6176881592135,68.6480154202303,46.91
464,20,2021-01-05 20:00:00,18822,16020,0,0,59.26,69.1511571254568,62.6988888762782,63.29
465,20,2021-01-05 20:15:00,18680,16025,0,0,59.26,66.8287418268278,62.6988888762782,-18.04
466,20,2021-01-05 20:30:00,18521,15994,0,0,59.26,53.8126178053155,62.6988888762782,8.9
467,20,2021-01-05 20:45:00,18361,16025,0,0,59.26,46.434839737401,62.6988888762782,-1.55
468,21,2021-01-05 21:00:00,18199,15953,0,0,53.62,63.2211452115235,58.8335803439569,114.95
469,21,2021-01-05 21:15:00,18073,15866,0,0,53.62,63.7892651327434,58.8335803439569,34.02
470,21,2021-01-05 21:30:00,17946,15761,0,0,53.62,50.2121586767592,58.8335803439569,14.95
471,21,2021-01-05 21:45:00,17825,15693,0,0,53.62,44.247050330033,58.8335803439569,9.93
472,22,2021-01-05 22:00:00,17452,15541,0,0,53.86,60.9878565667428,57.7817788630924,144.39
473,22,2021-01-05 22:15:00,17373,15538,0,0,53.86,57.0064905305768,57.7817788630924,93.28
474,22,2021-01-05 22:30:00,17295,15545,0,0,53.86,48.8407422074604,57.7817788630924,77.44
475,22,2021-01-05 22:45:00,17215,15530,0,0,53.86,43.7843471630646,57.7817788630924,74.32
476,23,2021-01-05 23:00:00,17135,15691,0,0,47.99,60.8915112168156,53.6749494451591,95.85
477,23,2021-01-05 23:15:00,17114,15521,0,0,47.99,57.8422566213314,53.6749494451591,75.07
478,23,2021-01-05 23:30:00,17055,15614,0,0,47.99,47.9743515757234,53.6749494451591,94.51
479,23,2021-01-05 23:45:00,17000,15530,0,0,47.99,44.1233125442948,53.6749494451591,12.95
480,0,2021-01-06 00:00:00,16632,15579,0,0,44.41,36.7679371339787,50.9436835491978,-60.51
481,0,2021-01-06 00:15:00,16580,15407,0,0,44.41,57.0288243581716,50.9436835491978,199.58
482,0,2021-01-06 00:30:00,16553,15244,0,0,44.41,50.8210628384334,50.9436835491978,95.11
483,0,2021-01-06 00:45:00,16534,15249,0,0,44.41,48.303678174942,50.9436835491978,68.13
484,1,2021-01-06 01:00:00,16483,14921,0,0,42.94,60.7927241568412,48.8986512697461,106.11
485,1,2021-01-06 01:15:00,16420,14761,0,0,42.94,55.4865378202213,48.8986512697461,161.69
486,1,2021-01-06 01:30:00,16380,14729,0,0,42.94,53.2131529144587,48.8986512697461,25.43
487,1,2021-01-06 01:45:00,16343,14492,0,0,42.94,45.1890951502658,48.8986512697461,27.95
488,2,2021-01-06 02:00:00,16293,14377,0,0,42.88,46.5570949966938,48.6616615524491,-8.62
489,2,2021-01-06 02:15:00,16198,14180,0,0,42.88,47.142501227295,48.6616615524491,-2.22
490,2,2021-01-06 02:30:00,16097,14055,0,0,42.88,43.9475810558479,48.6616615524491,23.03
491,2,2021-01-06 02:45:00,15972,13845,0,0,42.88,43.0368106995885,48.6616615524491,93.6
492,3,2021-01-06 03:00:00,15808,13813,0,0,42.15,44.9434171167428,47.4386415064793,-57.36
493,3,2021-01-06 03:15:00,15773,13741,0,0,42.15,44.0778362573099,47.4386415064793,15.66
494,3,2021-01-06 03:30:00,15752,13703,0,0,42.15,46.4972619697797,47.4386415064793,77.89
495,3,2021-01-06 03:45:00,15722,13727,0,0,42.15,45.564753203607,47.4386415064793,93.6
496,4,2021-01-06 04:00:00,15667,13593,0,0,43.23,36.205169323747,46.100973748943,11.22
497,4,2021-01-06 04:15:00,15596,13741,0,0,43.23,46.7923041291689,46.100973748943,26.9
498,4,2021-01-06 04:30:00,15487,13450,0,0,43.23,51.9338377192982,46.100973748943,103.39
499,4,2021-01-06 04:45:00,15351,13533,0,0,43.23,48.3071550686251,46.100973748943,258.34
500,5,2021-01-06 05:00:00,15254,12955,0,0,44.56,48.0808416267355,50.1033451838685,251.84
501,5,2021-01-06 05:15:00,15225,12880,0,0,44.56,54.5268224299065,50.1033451838685,76.74
502,5,2021-01-06 05:30:00,15162,12403,0,0,44.56,58.9863545657016,50.1033451838685,95.45
503,5,2021-01-06 05:45:00,15144,12215,0,0,44.56,64.7009876448469,50.1033451838685,23.81
